epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
149,2264.02,0.43844,0.54357,0.82904,0.98836,0.96666,0.99406,0.86659,0.46302,0.5458,0.80563,0.000365282,0.000365282,0.000365282
150,2279.11,0.43239,0.5791,0.8184,0.98351,0.96309,0.99406,0.86597,0.4623,0.53614,0.8041,0.000362926,0.000362926,0.000362926
151,2294.17,0.45296,0.54338,0.82249,0.94703,0.99003,0.9875,0.85368,0.47724,0.55772,0.80347,0.00036057,0.00036057,0.00036057
152,2309.23,0.47116,0.512,0.81534,0.93993,0.95716,0.97103,0.83754,0.48791,0.6281,0.80557,0.000358214,0.000358214,0.000358214
153,2324.32,0.47174,0.55952,0.83877,0.93993,0.95716,0.97103,0.83754,0.48791,0.6281,0.80557,0.000355858,0.000355858,0.000355858
154,2339.38,0.46377,0.53916,0.81501,0.94363,0.95961,0.95998,0.83203,0.47066,0.65931,0.80499,0.000353501,0.000353501,0.000353501
155,2354.43,0.47033,0.58211,0.81711,0.95217,0.95502,0.95756,0.83504,0.46132,0.67389,0.80558,0.000351145,0.000351145,0.000351145
156,2369.51,0.46477,0.54728,0.81553,0.95343,0.95235,0.95517,0.83262,0.46778,0.67944,0.80532,0.000348789,0.000348789,0.000348789
157,2384.61,0.48517,0.57801,0.81966,0.95343,0.95235,0.95517,0.83262,0.46778,0.67944,0.80532,0.000346433,0.000346433,0.000346433
158,2399.71,0.48475,0.54478,0.82053,0.94912,0.95509,0.95861,0.82576,0.46735,0.6728,0.80531,0.000344077,0.000344077,0.000344077
159,2414.82,0.44706,0.55503,0.82102,0.94736,0.95325,0.9619,0.83041,0.45752,0.64129,0.80425,0.00034172,0.00034172,0.00034172
160,2429.96,0.45458,0.54051,0.82007,0.94471,0.95264,0.96522,0.83621,0.45728,0.62543,0.80553,0.000339364,0.000339364,0.000339364
